id,complaint_id,raw_text,address,ward_name,ward_id,zone,category,urgency_score,status,officer_id,department,filed_date,resolved_date,resolution_days,is_fake_resolution,is_affluent_ward,source,predicted_category,confidence,ai_urgency_score,latitude,longitude
174.0,SYN9326FF,Underground drainage pipe collapsed near 1st Main Road. Sewage coming up on road. Unbearable stench. BBMP contractor dug up road but not yet repaired after 29 days.,"234, 1st Main Road, Malleswaram, Bengaluru",Malleswaram,44.0,West,Drainage,77.0,resolved,OFF664,Engineering,2025-11-26 12:55:24,2025-12-06 12:55:24,10.0,False,True,synthetic,,,,,
175.0,SYN7BAE89,Encroachment on BDA formed road near Bommanahalli. Road width reduced from 40 feet to 20 feet due to encroachments. Traffic chaos during peak hours.,"232, MG Road, Bommanahalli, Bengaluru",Bommanahalli,174.0,South,Encroachment,24.0,open,,Town Planning,2026-03-04 12:55:24,,,False,False,synthetic,,,,,
176.0,SYNA15307,New water connection applied 6 months ago but not given yet. All documents submitted. Bribe demanded by BWSSB officials for processing connection.,"46, 9th Main, Rajarajeswari Nagar, Bengaluru",Rajarajeswari Nagar,155.0,West,Water,24.0,open,,BWSSB,2025-11-28 12:55:24,,,False,False,synthetic,,,,,
177.0,SYN2ECE9A,Sewage water mixing with drinking water pipeline near Residency Road. Residents falling sick. Children having stomach infections. Health emergency situation in BTM Layout.,"38, Residency Road, BTM Layout, Bengaluru",BTM Layout,168.0,South,Water,100.0,open,,BWSSB,2025-11-26 12:55:24,,,False,False,synthetic,,,,,
178.0,SYN52F225,Power cuts in Sadashivanagar every day for 59 to 6 hours. BESCOM not giving any schedule. Work from home professionals and students severely affected.,"258, 80 Feet Road, Sadashivanagar, Bengaluru",Sadashivanagar,3.0,West,Electricity,15.0,open,,BESCOM,2026-02-07 12:55:24,,,False,True,synthetic,,,,,
179.0,SYNC8B4FB,Water meter reading incorrect for past 3 months. Bill shows 10x actual consumption. BWSSB office not addressing complaint despite multiple visits.,"271, Mysore Road, Whitefield, Bengaluru",Whitefield,84.0,East,Water,29.0,resolved,OFF108,BWSSB,2025-11-26 12:55:24,2025-11-29 12:55:24,3.0,False,True,synthetic,,,,,
180.0,SYN35BC56,Auto repair workshop on 9th Main near residential area making loud noise from 6 AM to 10 PM. BBMP issued notice but workshop continues operating without action.,"19, 9th Main, Koramangala, Bengaluru",Koramangala,151.0,South,Noise,16.0,resolved,OFF664,Health,2025-12-28 12:55:24,2026-01-11 12:55:24,14.0,False,True,synthetic,,,,,
181.0,SYN178CFC,Diesel generator at commercial building on CMH Road running all night creating unbearable noise. Air and noise pollution affecting residents of Chikkabettahalli.,"239, CMH Road, Chikkabettahalli, Bengaluru",Chikkabettahalli,8.0,North,Noise,16.0,open,,Health,2025-11-18 12:55:24,,,False,False,synthetic,,,,,
182.0,SYNB67CD0,Loudspeaker from commercial establishment near lake area playing music at high volume till midnight every day. Police and BBMP both not taking action.,"207, 5th Cross, Shivajinagar, Bengaluru",Shivajinagar,73.0,Central,Noise,23.0,resolved,OFF539,Health,2025-12-02 12:55:24,2026-02-09 12:55:24,69.0,False,False,synthetic,,,,,
183.0,SYN700DA5,Garbage not collected in Banashankari for past 21 days. Pourakarmikas not coming to our lane at all. Garbage piling up causing stench and disease risk.,"189, Panathur Road, Banashankari, Bengaluru",Banashankari,165.0,South,Sanitation,65.0,resolved,OFF547,SWM,2026-01-26 12:55:24,2026-02-08 12:55:24,13.0,False,False,synthetic,,,,,
184.0,SYN4A997A,Loudspeaker from commercial establishment near BBMP park playing music at high volume till midnight every day. Police and BBMP both not taking action.,"96, 5th Cross, Kadubeesanahalli, Bengaluru",Kadubeesanahalli,87.0,East,Noise,24.0,open,,Health,2026-01-06 12:55:24,,,False,False,synthetic,,,,,
185.0,SYNA479EC,No road markings or reflectors on Bannerghatta Road. Night driving is dangerous. Several accidents have occurred at this junction. Need proper road markings urgently.,"275, Bannerghatta Road, Govindrajnagar, Bengaluru",Govindrajnagar,57.0,West,Road,88.0,resolved,OFF294,Engineering,2026-01-31 12:55:24,2026-02-20 12:55:24,20.0,False,False,synthetic,,,,,
186.0,SYNF14987,Water supply stopped completely in Rajarajeswari Nagar since last 12 days with no notice. Residents with medical conditions severely affected. Elderly residents suffering.,"267, Residency Road, Rajarajeswari Nagar, Bengaluru",Rajarajeswari Nagar,155.0,West,Water,38.0,open,,BWSSB,2025-12-11 12:55:24,,,False,False,synthetic,,,,,
187.0,SYNDA903F,Construction work near Dasarahalli happening at night beyond 10 PM for past 58 days. Builder ignoring BBMP rules. Residents unable to sleep. Children and sick people affected.,"229, Varthur Road, Dasarahalli, Bengaluru",Dasarahalli,4.0,West,Noise,22.0,resolved,OFF838,Health,2025-11-13 12:55:24,2026-02-08 12:55:24,87.0,False,False,synthetic,,,,,
188.0,SYN4093E4,Construction work near Channasandra happening at night beyond 10 PM for past 36 days. Builder ignoring BBMP rules. Residents unable to sleep. Children and sick people affected.,"118, Panathur Road, Channasandra, Bengaluru",Channasandra,92.0,East,Noise,23.0,open,,Health,2026-01-18 12:55:24,,,False,False,synthetic,,,,,
189.0,SYN355E0B,Water supply stopped completely in Channasandra since last 22 days with no notice. Residents with medical conditions severely affected. Elderly residents suffering.,"128, Sarjapur Road, Channasandra, Bengaluru",Channasandra,92.0,East,Water,16.0,resolved,OFF782,BWSSB,2026-01-25 12:55:24,2026-02-06 12:55:24,12.0,False,False,synthetic,,,,,
190.0,SYNAE02B4,Transformer near primary health centre sparking and making loud noise for 52 days. Residents afraid it will catch fire. BESCOM lineman visited but did not fix.,"42, 80 Feet Road, HSR Layout, Bengaluru",HSR Layout,174.0,South,Electricity,82.0,resolved,OFF630,BESCOM,2026-03-01 12:55:24,2026-03-03 12:55:24,2.0,False,True,synthetic,,,,,
191.0,SYNA8DCD1,Encroachment on BDA formed road near KR Puram. Road width reduced from 40 feet to 20 feet due to encroachments. Traffic chaos during peak hours.,"136, 8th Cross, KR Puram, Bengaluru",KR Puram,94.0,East,Encroachment,39.0,open,,Town Planning,2025-11-20 12:55:24,,,False,False,synthetic,,,,,
192.0,SYN203982,Water meter reading incorrect for past 3 months. Bill shows 10x actual consumption. BWSSB office not addressing complaint despite multiple visits.,"300, Hennur Road, Whitefield, Bengaluru",Whitefield,84.0,East,Water,18.0,resolved,OFF401,BWSSB,2025-12-02 12:55:24,2025-12-05 12:55:24,3.0,False,True,synthetic,,,,,
193.0,SYN39480E,Encroachment on BDA formed road near Chikkabettahalli. Road width reduced from 40 feet to 20 feet due to encroachments. Traffic chaos during peak hours.,"277, Brigade Road, Chikkabettahalli, Bengaluru",Chikkabettahalli,8.0,North,Encroachment,26.0,open,,Town Planning,2025-12-14 12:55:24,,,False,False,synthetic,,,,,
194.0,SYN43A04C,Nala near Rajajinagar completely choked with garbage and debris. Overflows into residential area during rains. Has not been desilted for years.,"116, 2nd Main Road, Rajajinagar, Bengaluru",Rajajinagar,67.0,West,Drainage,66.0,open,,Engineering,2025-12-07 12:55:24,,,False,False,synthetic,,,,,
195.0,SYND868DA,Streetlight not working on Panathur Road near SBI branch for past 26 days. Area is completely dark at night. Women and elderly residents afraid to step out.,"79, Panathur Road, Malleswaram, Bengaluru",Malleswaram,44.0,West,Road,59.0,resolved,OFF795,Engineering,2026-01-22 12:55:24,2026-01-24 12:55:24,2.0,False,True,synthetic,,,,,
196.0,SYN2891DA,Vendor encroachment near metro station spreading onto road every day. Area impassable during morning hours. BBMP pourakarmikas protecting vendors.,"56, Brigade Road, Dasarahalli, Bengaluru",Dasarahalli,4.0,West,Encroachment,35.0,open,,Town Planning,2026-02-14 12:55:24,,,False,False,synthetic,,,,,
197.0,SYN404589,Underground water tank on Hosur Road has crack. Water seeping out for weeks. Request immediate repair before tank collapses and causes accident.,"203, Hosur Road, Dasarahalli, Bengaluru",Dasarahalli,4.0,West,Water,71.0,open,,BWSSB,2025-12-19 12:55:24,,,False,False,synthetic,,,,,
198.0,SYN82B4E5,Kere bund near government school encroached by unauthorized construction. Lake area shrinking. Already filed complaint with BBMP and lake authority but no action.,"77, Residency Road, Bommanahalli, Bengaluru",Bommanahalli,174.0,South,Encroachment,19.0,open,,Town Planning,2026-01-12 12:55:24,,,False,False,synthetic,,,,,
199.0,SYN4DFDA0,Construction work near Banashankari happening at night beyond 10 PM for past 49 days. Builder ignoring BBMP rules. Residents unable to sleep. Children and sick people affected.,"198, Old Airport Road, Banashankari, Bengaluru",Banashankari,165.0,South,Noise,15.0,open,,Health,2026-02-05 12:55:24,,,False,False,synthetic,,,,,
200.0,SYN286F93,Water supply timing in HSR Layout is only 30 minutes per day. Insufficient for households. Other areas get 2 hours supply. Why this discrimination?,"14, 100 Feet Road, HSR Layout, Bengaluru",HSR Layout,174.0,South,Water,33.0,resolved,OFF812,BWSSB,2025-12-13 12:55:24,2025-12-17 12:55:24,4.0,False,True,synthetic,,,,,
201.0,SYN3B50F0,Auto repair workshop on 9th Main near residential area making loud noise from 6 AM to 10 PM. BBMP issued notice but workshop continues operating without action.,"194, 9th Main, Bommanahalli, Bengaluru",Bommanahalli,174.0,South,Noise,11.0,open,,Health,2025-12-14 12:55:24,,,False,False,synthetic,,,,,
202.0,SYNC95DEB,Open manhole on Bellary Road near mosque has no cover for 18 days. Extremely dangerous especially at night. One person has already fallen. Urgent action needed.,"282, Bellary Road, Malleswaram, Bengaluru",Malleswaram,44.0,West,Drainage,95.0,resolved,OFF200,Engineering,2025-11-21 12:55:24,2025-12-01 12:55:24,10.0,False,True,synthetic,,,,,
203.0,SYN2C77A7,Water pipe burst near auto stand on HAL Airport Road. Massive water wastage happening for 6 days. Road also getting damaged due to water logging.,"235, HAL Airport Road, KR Puram, Bengaluru",KR Puram,94.0,East,Water,53.0,resolved,OFF287,BWSSB,2025-11-15 12:55:24,2025-12-14 12:55:24,29.0,False,False,synthetic,,,,,
204.0,SYND88EE2,Drainage work done near church but not connected to main drain. Water accumulating and stagnating for 40 days. Work appears to be substandard.,"111, Outer Ring Road, Sadashivanagar, Bengaluru",Sadashivanagar,3.0,West,Drainage,14.0,open,,Engineering,2026-01-09 12:55:24,,,False,True,synthetic,,,,,
205.0,SYN63E3A0,High tension wire passing over residential area in Yelahanka at unsafe height. Coconut trees touching the wire. Risk of short circuit and fire.,"197, KR Road, Yelahanka, Bengaluru",Yelahanka,5.0,North,Electricity,93.0,open,,BESCOM,2025-11-18 12:55:24,,,False,False,synthetic,,,,,
206.0,SYN5057A5,Storm drain on 8th Cross overflowing during rains. Sewage water entering houses in low lying area. Ground floor residents severely affected every monsoon.,"220, 8th Cross, Rajajinagar, Bengaluru",Rajajinagar,67.0,West,Drainage,54.0,resolved,OFF735,Engineering,2025-11-22 12:55:24,2025-12-25 12:55:24,33.0,False,False,synthetic,,,,,
207.0,SYNC94F92,Tar road near Kadubeesanahalli completely damaged. Only gravel and mud visible. During rains water logging happens and road becomes unusable. Immediate repair needed.,"51, 100 Feet Road, Kadubeesanahalli, Bengaluru",Kadubeesanahalli,87.0,East,Road,65.0,resolved,OFF563,Engineering,2025-12-09 12:55:24,2026-01-04 12:55:24,26.0,False,False,synthetic,,,,,
208.0,SYN60F86B,Footpath near Varthur Road completely encroached by permanent vendor stalls. Pedestrians forced to walk on road. BBMP inspection team visited but no action taken.,"190, Varthur Road, Rajajinagar, Bengaluru",Rajajinagar,67.0,West,Encroachment,17.0,resolved,OFF181,Town Planning,2026-02-22 12:55:24,2026-06-29 12:55:24,127.0,True,False,synthetic,,,,,
209.0,SYN8581A1,Storm drain near Yelahanka encroached by builder for construction. Natural water flow blocked causing flooding in nearby low lying areas during rain.,"225, Old Airport Road, Yelahanka, Bengaluru",Yelahanka,5.0,North,Encroachment,81.0,open,,Town Planning,2025-11-23 12:55:24,,,False,False,synthetic,,,,,
210.0,SYNBFBE1F,Compost pit near Nagawara overflowing and spreading onto footpath and road. Has not been cleared for 17 days. Unbearable stench for residents.,"170, Residency Road, Nagawara, Bengaluru",Nagawara,24.0,North,Sanitation,62.0,resolved,OFF907,SWM,2026-02-22 12:55:24,2026-03-26 12:55:24,32.0,False,False,synthetic,,,,,
211.0,SYNA70BCB,Pourakarmikas sweeping road but leaving garbage in pile. Not collecting it in vehicle. Garbage pile left on road for days gets scattered by wind and animals.,"158, KR Road, JP Nagar, Bengaluru",JP Nagar,184.0,South,Sanitation,23.0,open,,SWM,2025-11-21 12:55:24,,,False,True,synthetic,,,,,
212.0,SYN32C08E,Open water sump near metro station has mosquito breeding. Kids playing nearby at risk. Sump has been open for 28 days without any action from authorities.,"94, 2nd Main Road, Nagawara, Bengaluru",Nagawara,24.0,North,Water,24.0,resolved,OFF151,BWSSB,2025-12-27 12:55:24,2026-01-13 12:55:24,17.0,True,False,synthetic,,,,,
213.0,SYNC22740,Drainage work done near temple but not connected to main drain. Water accumulating and stagnating for 26 days. Work appears to be substandard.,"93, Borewell Road, Malleswaram, Bengaluru",Malleswaram,44.0,West,Drainage,25.0,resolved,OFF570,Engineering,2026-02-22 12:55:24,2026-02-26 12:55:24,4.0,False,True,synthetic,,,,,
214.0,SYNB53824,Dirty and smelly water coming from taps in Sadashivanagar since 38 days. Suspected sewage contamination. Children and elderly residents getting sick.,"247, 80 Feet Road, Sadashivanagar, Bengaluru",Sadashivanagar,3.0,West,Water,23.0,open,,BWSSB,2026-01-27 12:55:24,,,False,True,synthetic,,,,,
215.0,SYNDD8110,Streetlight not working on CMH Road near mosque for past 31 days. Area is completely dark at night. Women and elderly residents afraid to step out.,"191, CMH Road, JP Nagar, Bengaluru",JP Nagar,184.0,South,Road,51.0,resolved,OFF389,Engineering,2026-01-04 12:55:24,2026-01-07 12:55:24,3.0,False,True,synthetic,,,,,
216.0,SYN4A7AB0,Construction work on Panathur Road blocked the drainage channel. Water now entering our housing society during rains. Builder not restoring drainage despite notices.,"81, Panathur Road, Dasarahalli, Bengaluru",Dasarahalli,4.0,West,Drainage,67.0,resolved,OFF618,Engineering,2025-12-16 12:55:24,2026-03-26 12:55:24,100.0,False,False,synthetic,,,,,
217.0,SYN4BEA8F,Road widening work started near metro station but abandoned midway for 32 days. Half dug road causing severe traffic congestion and accidents.,"35, 9th Main, Chikkabettahalli, Bengaluru",Chikkabettahalli,8.0,North,Road,70.0,open,,Engineering,2026-01-05 12:55:24,,,False,False,synthetic,,,,,
218.0,SYN3B667C,Power cuts in Shivajinagar every day for 48 to 6 hours. BESCOM not giving any schedule. Work from home professionals and students severely affected.,"210, Borewell Road, Shivajinagar, Bengaluru",Shivajinagar,73.0,Central,Electricity,12.0,open,,BESCOM,2026-02-14 12:55:24,,,False,False,synthetic,,,,,
219.0,SYN58D137,No water supply in Rajajinagar for past 7 days. Residents buying water tankers at Rs 800 per trip. BWSSB not responding. Please take immediate action.,"100, Bannerghatta Road, Rajajinagar, Bengaluru",Rajajinagar,67.0,West,Water,54.0,open,,BWSSB,2026-01-26 12:55:24,,,False,False,synthetic,,,,,
220.0,SYNF9A636,Compost pit near RT Nagar overflowing and spreading onto footpath and road. Has not been cleared for 47 days. Unbearable stench for residents.,"126, MG Road, RT Nagar, Bengaluru",RT Nagar,25.0,North,Sanitation,60.0,resolved,OFF492,SWM,2026-01-19 12:55:24,2026-02-10 12:55:24,22.0,False,False,synthetic,,,,,
221.0,SYN66BFBB,Water supply stopped completely in Kadubeesanahalli since last 31 days with no notice. Residents with medical conditions severely affected. Elderly residents suffering.,"104, Mysore Road, Kadubeesanahalli, Bengaluru",Kadubeesanahalli,87.0,East,Water,27.0,open,,BWSSB,2026-01-02 12:55:24,,,False,False,synthetic,,,,,
222.0,SYNB44E11,Street light poles on Borewell Road installed but no power supply given for 18 days. Poles standing with no lights. Area completely dark at night.,"25, Borewell Road, Jayanagar, Bengaluru",Jayanagar,172.0,South,Electricity,49.0,resolved,OFF490,BESCOM,2026-01-06 12:55:24,2026-01-09 12:55:24,3.0,False,True,synthetic,,,,,
223.0,SYN6C0196,Water supply timing in Govindrajnagar is only 30 minutes per day. Insufficient for households. Other areas get 2 hours supply. Why this discrimination?,"76, Residency Road, Govindrajnagar, Bengaluru",Govindrajnagar,57.0,West,Water,24.0,resolved,OFF360,BWSSB,2026-01-25 12:55:24,2026-02-16 12:55:24,22.0,False,False,synthetic,,,,,
224.0,SYN5393DC,Power cuts in Banashankari every day for 3 to 6 hours. BESCOM not giving any schedule. Work from home professionals and students severely affected.,"33, Hennur Road, Banashankari, Bengaluru",Banashankari,165.0,South,Electricity,15.0,resolved,OFF937,BESCOM,2026-02-18 12:55:24,2026-03-03 12:55:24,13.0,False,False,synthetic,,,,,
225.0,SYN528EEF,Commercial establishment near bus stop dumping garbage on road at night. BBMP enforcement not taking action despite complaints. Need CCTV monitoring.,"183, Whitefield Main Road, Sadashivanagar, Bengaluru",Sadashivanagar,3.0,West,Sanitation,11.0,resolved,OFF106,SWM,2025-11-18 12:55:24,2025-11-22 12:55:24,4.0,False,True,synthetic,,,,,
226.0,SYN1E71A9,Road widening work started near metro station but abandoned midway for 33 days. Half dug road causing severe traffic congestion and accidents.,"151, 2nd Main Road, Chikkabettahalli, Bengaluru",Chikkabettahalli,8.0,North,Road,81.0,resolved,OFF396,Engineering,2026-01-13 12:55:24,2026-03-18 12:55:24,64.0,False,False,synthetic,,,,,
227.0,SYN12F0AE,Storm drain on 8th Cross overflowing during rains. Sewage water entering houses in low lying area. Ground floor residents severely affected every monsoon.,"295, 8th Cross, Banashankari, Bengaluru",Banashankari,165.0,South,Drainage,70.0,resolved,OFF701,Engineering,2026-01-16 12:55:24,2026-02-16 12:55:24,31.0,True,False,synthetic,,,,,
228.0,SYN82C1B0,Deep crater near post office on HAL Airport Road filled with rainwater. Looks like normal puddle but is actually 2 feet deep. Already caused 2 bike accidents this week.,"90, HAL Airport Road, Chikkabettahalli, Bengaluru",Chikkabettahalli,8.0,North,Road,94.0,resolved,OFF755,Engineering,2025-12-19 12:55:24,2026-02-27 12:55:24,70.0,True,False,synthetic,,,,,
229.0,SYN3303F8,Blocked drain near RT Nagar leading to water logging on road for 31 days after rain. Two wheelers falling daily. Children unable to go to school.,"1, Hennur Road, RT Nagar, Bengaluru",RT Nagar,25.0,North,Drainage,70.0,open,,Engineering,2026-02-01 12:55:24,,,False,False,synthetic,,,,,
230.0,SYNA25D24,Water supply stopped completely in BTM Layout since last 38 days with no notice. Residents with medical conditions severely affected. Elderly residents suffering.,"52, Hosur Road, BTM Layout, Bengaluru",BTM Layout,168.0,South,Water,14.0,open,,BWSSB,2026-02-19 12:55:24,,,False,False,synthetic,,,,,
231.0,SYNFCC5D0,Road in Dasarahalli completely broken after last rain. No repairs done for 27 days. Vehicle tyres getting damaged daily. Serious accident risk for two wheelers.,"95, KR Road, Dasarahalli, Bengaluru",Dasarahalli,4.0,West,Road,92.0,resolved,OFF359,Engineering,2025-12-18 12:55:24,2026-01-20 12:55:24,33.0,False,False,synthetic,,,,,
232.0,SYN8BD2AD,Overflowing garbage bin near post office on 1st Main Road has not been emptied for 49 days. Terrible stench affecting entire locality. Stray animals scattering garbage.,"23, 1st Main Road, Bommanahalli, Bengaluru",Bommanahalli,174.0,South,Sanitation,52.0,resolved,OFF886,SWM,2025-12-01 12:55:24,2025-12-22 12:55:24,21.0,False,False,synthetic,,,,,
233.0,SYN0B201A,Commercial establishment near bus terminus dumping garbage on road at night. BBMP enforcement not taking action despite complaints. Need CCTV monitoring.,"55, 9th Main, Hebbal, Bengaluru",Hebbal,16.0,North,Sanitation,16.0,resolved,OFF465,SWM,2026-02-14 12:55:24,2026-03-19 12:55:24,33.0,True,False,synthetic,,,,,
234.0,SYN242707,Deep crater near petrol bunk on Residency Road filled with rainwater. Looks like normal puddle but is actually 2 feet deep. Already caused 2 bike accidents this week.,"75, Residency Road, Nagawara, Bengaluru",Nagawara,24.0,North,Road,93.0,open,,Engineering,2026-01-24 12:55:24,,,False,False,synthetic,,,,,
235.0,SYNC04992,Nala near Chikkabettahalli completely choked with garbage and debris. Overflows into residential area during rains. Has not been desilted for years.,"56, 2nd Main Road, Chikkabettahalli, Bengaluru",Chikkabettahalli,8.0,North,Drainage,59.0,open,,Engineering,2026-01-15 12:55:24,,,False,False,synthetic,,,,,
236.0,SYNC67B29,Nala near Chikkabettahalli completely choked with garbage and debris. Overflows into residential area during rains. Has not been desilted for years.,"5, Mysore Road, Chikkabettahalli, Bengaluru",Chikkabettahalli,8.0,North,Drainage,51.0,open,,Engineering,2026-03-12 12:55:24,,,False,False,synthetic,,,,,
237.0,SYNA45542,Garbage collector demanding Rs 100 per month extra beyond BBMP charges to collect from doorstep. Threatening to stop service if not paid. This is corruption.,"262, 2nd Main Road, Indiranagar, Bengaluru",Indiranagar,80.0,East,Sanitation,27.0,resolved,OFF215,SWM,2025-12-03 12:55:24,2025-12-07 12:55:24,4.0,False,True,synthetic,,,,,
238.0,SYN2ED8CE,Garbage segregation not being done by BBMP collection vehicle. Wet and dry waste being mixed despite our segregation efforts. Making citizens efforts pointless.,"153, Tumkur Road, Marathahalli, Bengaluru",Marathahalli,85.0,East,Sanitation,11.0,resolved,OFF687,SWM,2025-11-24 12:55:24,2025-12-03 12:55:24,9.0,False,False,synthetic,,,,,
239.0,SYNC93DB2,Electric meter box on Hennur Road left open and exposed to rain. Live wires visible. Children at serious risk. BESCOM not responding to urgent complaints.,"287, Hennur Road, BTM Layout, Bengaluru",BTM Layout,168.0,South,Electricity,81.0,resolved,OFF914,BESCOM,2026-02-04 12:55:24,2026-02-27 12:55:24,23.0,False,False,synthetic,,,,,
240.0,SYN7FBA16,Speed breaker missing on HAL Airport Road near school zone. Children crossing road at risk. Vehicles speeding dangerously. Multiple near misses reported.,"62, HAL Airport Road, Dasarahalli, Bengaluru",Dasarahalli,4.0,West,Road,100.0,open,,Engineering,2026-02-22 12:55:24,,,False,False,synthetic,,,,,
241.0,SYN3D4E55,Sewage water mixing with drinking water pipeline near CMH Road. Residents falling sick. Children having stomach infections. Health emergency situation in Hebbal.,"16, CMH Road, Hebbal, Bengaluru",Hebbal,16.0,North,Water,75.0,resolved,OFF514,BWSSB,2026-01-21 12:55:24,2026-02-24 12:55:24,34.0,False,False,synthetic,,,,,
242.0,SYN635EA5,Encroachment on BDA formed road near Jayanagar. Road width reduced from 40 feet to 20 feet due to encroachments. Traffic chaos during peak hours.,"77, Varthur Road, Jayanagar, Bengaluru",Jayanagar,172.0,South,Encroachment,14.0,resolved,OFF584,Town Planning,2026-01-16 12:55:24,2026-02-01 12:55:24,16.0,False,True,synthetic,,,,,
243.0,SYND1FB91,Dirty and smelly water coming from taps in Indiranagar since 50 days. Suspected sewage contamination. Children and elderly residents getting sick.,"135, KR Road, Indiranagar, Bengaluru",Indiranagar,80.0,East,Water,38.0,resolved,OFF727,BWSSB,2026-01-25 12:55:24,2026-01-28 12:55:24,3.0,False,True,synthetic,,,,,
244.0,SYN86D3B8,Water supply stopped completely in Rajajinagar since last 26 days with no notice. Residents with medical conditions severely affected. Elderly residents suffering.,"288, Bannerghatta Road, Rajajinagar, Bengaluru",Rajajinagar,67.0,West,Water,37.0,open,,BWSSB,2026-03-11 12:55:24,,,False,False,synthetic,,,,,
245.0,SYN8D2FE6,Drainage work done near lake area but not connected to main drain. Water accumulating and stagnating for 55 days. Work appears to be substandard.,"264, KR Road, Chikkabettahalli, Bengaluru",Chikkabettahalli,8.0,North,Drainage,25.0,resolved,OFF578,Engineering,2026-01-30 12:55:24,2026-04-11 12:55:24,71.0,False,False,synthetic,,,,,
246.0,SYNF2FFDB,Transformer near lake area sparking and making loud noise for 18 days. Residents afraid it will catch fire. BESCOM lineman visited but did not fix.,"127, Borewell Road, HSR Layout, Bengaluru",HSR Layout,174.0,South,Electricity,92.0,resolved,OFF782,BESCOM,2026-02-05 12:55:24,2026-02-07 12:55:24,2.0,False,True,synthetic,,,,,
247.0,SYN4F8AE6,Dirty and smelly water coming from taps in Govindrajnagar since 28 days. Suspected sewage contamination. Children and elderly residents getting sick.,"274, Residency Road, Govindrajnagar, Bengaluru",Govindrajnagar,57.0,West,Water,32.0,resolved,OFF867,BWSSB,2026-03-11 12:55:24,2026-03-25 12:55:24,14.0,False,False,synthetic,,,,,
248.0,SYNF2F72F,Street light poles on 8th Cross installed but no power supply given for 17 days. Poles standing with no lights. Area completely dark at night.,"258, 8th Cross, Chikkabettahalli, Bengaluru",Chikkabettahalli,8.0,North,Electricity,44.0,open,,BESCOM,2025-12-15 12:55:24,,,False,False,synthetic,,,,,
249.0,SYN1A078E,Open water sump near vegetable market has mosquito breeding. Kids playing nearby at risk. Sump has been open for 5 days without any action from authorities.,"63, Whitefield Main Road, Bommanahalli, Bengaluru",Bommanahalli,174.0,South,Water,32.0,resolved,OFF950,BWSSB,2026-02-20 12:55:24,2026-03-22 12:55:24,30.0,True,False,synthetic,,,,,
250.0,SYN5C8EE8,Underground drainage pipe collapsed near Tumkur Road. Sewage coming up on road. Unbearable stench. BBMP contractor dug up road but not yet repaired after 24 days.,"152, Tumkur Road, Rajarajeswari Nagar, Bengaluru",Rajarajeswari Nagar,155.0,West,Drainage,80.0,resolved,OFF681,Engineering,2026-02-20 12:55:24,2026-04-16 12:55:24,55.0,True,False,synthetic,,,,,
251.0,SYN30594A,Water pipe burst near BBMP park on Residency Road. Massive water wastage happening for 15 days. Road also getting damaged due to water logging.,"148, Residency Road, Channasandra, Bengaluru",Channasandra,92.0,East,Water,44.0,open,,BWSSB,2025-12-31 12:55:24,,,False,False,synthetic,,,,,
252.0,SYN61024D,Overflowing garbage bin near BBMP park on 100 Feet Road has not been emptied for 14 days. Terrible stench affecting entire locality. Stray animals scattering garbage.,"218, 100 Feet Road, Jayanagar, Bengaluru",Jayanagar,172.0,South,Sanitation,61.0,resolved,OFF253,SWM,2026-01-17 12:55:24,2026-01-19 12:55:24,2.0,False,True,synthetic,,,,,
253.0,SYN82D473,Hanging live electric wire near 1st Main Road close to auto stand for 34 days. Extremely dangerous. Children playing nearby. BESCOM not responding to complaint.,"300, 1st Main Road, Govindrajnagar, Bengaluru",Govindrajnagar,57.0,West,Electricity,80.0,open,,BESCOM,2025-11-19 12:55:24,,,False,False,synthetic,,,,,
254.0,SYNF1EC55,Storm drain near RT Nagar encroached by builder for construction. Natural water flow blocked causing flooding in nearby low lying areas during rain.,"101, 100 Feet Road, RT Nagar, Bengaluru",RT Nagar,25.0,North,Encroachment,89.0,resolved,OFF292,Town Planning,2026-02-23 12:55:24,2026-11-29 12:55:24,279.0,True,False,synthetic,,,,,
255.0,SYN4FB628,Loudspeaker from commercial establishment near lake area playing music at high volume till midnight every day. Police and BBMP both not taking action.,"148, 80 Feet Road, KR Puram, Bengaluru",KR Puram,94.0,East,Noise,34.0,resolved,OFF428,Health,2025-12-19 12:55:24,2026-05-31 12:55:24,163.0,False,False,synthetic,,,,,
256.0,SYNE75881,Drainage blocked near Hebbal. Water stagnation on road and footpath for past 44 days after each rain. Mosquito breeding risk. Residents using alternate routes.,"206, Panathur Road, Hebbal, Bengaluru",Hebbal,16.0,North,Drainage,40.0,open,,Engineering,2025-12-20 12:55:24,,,False,False,synthetic,,,,,
257.0,SYN52A872,Underground water tank on Outer Ring Road has crack. Water seeping out for weeks. Request immediate repair before tank collapses and causes accident.,"140, Outer Ring Road, Rajajinagar, Bengaluru",Rajajinagar,67.0,West,Water,91.0,resolved,OFF391,BWSSB,2026-02-10 12:55:24,2026-04-14 12:55:24,63.0,False,False,synthetic,,,,,
258.0,SYN7D319C,Large pothole on MG Road near BBMP park causing accidents and vehicle damage for past 56 days. Three two-wheelers have already fallen. No action from BBMP despite multiple complaints.,"259, MG Road, KR Puram, Bengaluru",KR Puram,94.0,East,Road,76.0,open,,Engineering,2025-12-22 12:55:24,,,False,False,synthetic,,,,,
